USER,USER,followed_at,notification_preference
U000008,U000166,2023-11-02 00:06:25,all
U000001,U000937,2025-07-13 02:49:31,none
U000001,U000445,2024-11-23 00:24:13,all
U000005,U000926,2025-08-28 04:45:44,all
U000067,U000775,2024-12-12 07:10:13,all
U000003,U000197,2025-09-17 01:05:03,all
U000001,U000792,2022-04-27 11:58:41,mentions
U000001,U000499,2024-03-08 17:28:48,none
U000001,U000935,2022-12-17 17:15:19,all
U000003,U000102,2023-08-18 08:49:31,mentions
U000001,U000060,2025-11-17 10:05:17,
U000004,U000048,2023-04-24 04:59:13,all
U000007,U000513,2025-03-16 16:44:45,all
U000001,U000494,2025-05-31 03:25:34,mentions
U000081,U000442,2023-11-16 20:50:52,none
U000038,U000212,2025-11-10 02:02:59,
U000001,U000502,2024-08-20 19:18:53,
U000015,U000052,2023-11-10 01:26:57,all
U000332,U000487,2024-03-16 07:12:44,all
U000002,U000908,2024-10-28 01:45:16,none
U000002,U000265,2023-09-19 09:17:00,mentions
U000004,U000105,2025-08-07 11:46:13,none
U000001,U000577,2024-07-20 23:15:24,all
U000017,U000833,2023-02-07 22:36:46,none
U000001,U000521,2022-01-26 18:51:58,mentions
U000014,U000768,2025-08-07 19:53:56,all
U000001,U000345,2024-08-05 04:24:11,
U000001,U000041,2024-03-07 03:03:20,mentions
U000194,U000772,2022-04-27 07:50:11,none
U000003,U000220,2023-09-11 23:25:32,all
U000001,U000102,2023-04-05 23:04:21,
U000001,U000886,2024-07-05 19:40:53,
U000046,U000834,2024-10-22 05:07:32,none
U000005,U000143,2023-06-15 13:07:25,mentions
U000001,U000747,2025-08-12 01:55:16,
U000001,U000932,2023-12-22 21:40:36,
U000014,U000832,2022-03-08 09:43:08,
U000002,U000784,2022-05-03 07:39:02,
U000008,U000276,2022-02-19 14:38:09,none
U000001,U000829,2024-07-25 22:54:00,mentions
U000094,U000254,2023-01-13 04:04:07,mentions
U000002,U000559,2024-09-20 23:31:10,
U000001,U000439,2023-03-09 13:07:28,mentions
U000003,U000634,2024-02-02 16:28:21,none
U000004,U000196,2023-11-07 16:22:49,mentions
U000001,U000083,2023-08-07 21:07:45,
U000044,U000437,2024-04-18 11:13:08,
U000042,U000637,2022-05-15 19:10:23,all
U000001,U000857,2025-04-08 04:55:09,all
U000042,U000478,2025-06-23 01:19:37,all
U000001,U000742,2022-04-20 10:29:10,
U000001,U000546,2024-02-29 13:52:57,
U000002,U000293,2025-05-31 13:10:15,mentions
U000006,U000026,2025-09-27 09:58:51,all
U000002,U000967,2025-02-03 02:11:10,mentions
U000002,U000682,2025-04-01 00:52:28,none
U000003,U000308,2023-09-23 03:49:05,
U000002,U000585,2023-04-09 09:28:46,
U000002,U000230,2025-03-19 14:49:56,none
U000005,U000727,2024-11-26 14:08:59,
U000079,U000240,2022-08-29 01:12:29,
U000001,U000500,2023-08-28 05:02:01,none
U000160,U000194,2022-09-14 10:18:28,all
U000012,U000753,2023-08-19 20:08:42,
U000001,U000402,2022-05-08 11:04:01,
U000001,U000969,2025-05-10 10:41:18,mentions
U000001,U000687,2024-08-02 18:25:21,mentions
U000001,U000197,2022-04-01 01:43:30,
U000009,U000952,2023-05-11 01:43:14,all
U000001,U000407,2025-08-05 23:26:42,
U000001,U000774,2023-04-21 15:48:07,mentions
U000008,U000997,2024-06-03 19:07:44,all
U000033,U000052,2024-02-11 01:03:18,none
U000018,U000499,2025-03-14 23:57:31,mentions
U000001,U000328,2023-11-07 23:35:53,
U000001,U000616,2023-05-07 15:08:32,none
U000071,U000860,2025-02-05 20:53:01,
U000004,U000528,2025-08-23 22:22:37,none
U000815,U000080,2023-09-21 09:41:35,
U000001,U000769,2023-04-23 07:40:49,none
U000001,U000311,2025-10-02 14:43:46,all
U000024,U000086,2024-08-27 11:16:03,mentions
U000001,U000784,2024-07-21 16:00:11,mentions
U000003,U000917,2025-03-29 12:34:30,none
U000009,U000534,2022-02-14 20:35:06,mentions
U000019,U000566,2023-11-05 07:44:27,none
U000001,U000554,2023-03-23 09:59:59,mentions
U000003,U000967,2025-06-07 20:41:18,all
U000004,U000723,2024-02-22 09:06:15,all
U000001,U000073,2023-04-07 17:34:13,mentions
U000011,U000053,2024-10-17 15:53:48,none
U000001,U000166,2025-08-17 07:59:19,none
U000003,U000084,2025-10-28 22:27:01,mentions
U000001,U000828,2022-10-03 21:54:02,
U000001,U000334,2025-07-12 06:47:17,
U000002,U000105,2023-05-05 20:20:42,mentions
U000004,U000949,2022-12-05 09:56:26,mentions
U000003,U000317,2022-02-01 13:05:58,all
U000001,U000245,2022-05-01 19:14:24,mentions
U000002,U000552,2021-12-10 13:41:52,
U000005,U000744,2022-02-09 11:12:53,all
U000422,U000270,2025-03-30 22:59:51,none
U000006,U000333,2023-01-19 18:57:59,none
U000001,U000821,2024-07-13 08:14:34,none
U000033,U000009,2022-04-26 07:31:10,mentions
U000001,U000213,2023-11-13 16:14:08,
U000001,U000939,2024-09-11 07:38:06,
U001000,U000022,2022-02-22 07:15:16,
U000019,U000956,2025-09-15 22:30:31,
U000004,U000211,2024-09-28 13:17:47,none
U000002,U000420,2023-01-03 01:18:46,mentions
U000074,U000521,2023-05-21 19:57:15,mentions
U000001,U000316,2023-03-29 05:58:09,none
U000002,U000072,2024-05-28 10:09:58,all
U000001,U000498,2023-06-21 12:31:39,
U000001,U000885,2025-06-21 06:03:20,mentions
U000005,U000166,2025-09-08 17:55:11,all
U000006,U000833,2023-09-18 21:39:28,all
U000016,U000207,2022-03-03 09:48:58,mentions
U000001,U000600,2022-03-06 13:48:14,all
U000002,U000982,2022-11-12 21:10:06,mentions
U000007,U000930,2022-04-18 06:45:35,
U000043,U000140,2021-12-05 00:10:20,all
U000010,U000026,2025-04-01 12:16:19,
U000001,U000783,2024-12-03 14:39:07,
U000001,U000450,2022-01-20 15:14:15,mentions
U000001,U000021,2023-03-20 08:41:09,mentions
U000001,U000933,2024-05-04 20:58:09,none
U000001,U000010,2022-03-27 19:32:13,
U000006,U000136,2022-06-23 07:13:57,all
U000001,U000327,2023-04-14 00:58:21,all
U000001,U000511,2025-09-16 20:11:57,all
U000019,U000294,2024-06-21 10:19:42,
U000004,U000772,2023-12-07 10:06:21,all
U000001,U000108,2024-10-31 21:43:00,
U000001,U000575,2025-02-23 10:36:23,mentions
U000002,U000541,2024-07-02 02:45:21,none
U000004,U000975,2022-08-12 21:16:19,
U000005,U000691,2023-05-04 17:13:07,all
U000008,U000134,2023-06-14 04:20:10,
U000004,U000832,2022-01-31 07:31:52,none
U000001,U000864,2023-04-10 18:36:51,mentions
U000001,U000369,2024-01-02 01:13:54,mentions
U000004,U000018,2022-05-31 18:15:28,
U000002,U000615,2023-12-17 09:20:23,none
U000004,U000947,2023-03-18 06:49:20,none
U000002,U000133,2022-01-06 03:59:56,mentions
U000001,U000243,2022-11-09 19:33:29,all
U000047,U000397,2024-10-07 00:06:34,none
U000012,U000060,2022-03-14 07:06:37,none
U000008,U000994,2023-02-26 03:23:40,
U000026,U000582,2023-02-11 17:38:31,
U000001,U000953,2023-08-14 09:26:44,
U000413,U000656,2024-03-08 01:33:07,none
U000001,U000488,2023-01-23 20:56:35,
U000002,U000253,2025-08-24 14:07:55,none
U000015,U000869,2022-07-12 03:47:55,
U000002,U000145,2023-08-27 00:27:44,all
U000001,U000007,2025-11-21 10:39:50,
U000001,U000497,2024-12-26 18:48:29,mentions
U000008,U000042,2023-01-05 22:33:14,none
U000014,U000442,2024-03-26 06:43:12,all
U000001,U000965,2022-04-05 04:47:56,mentions
U000019,U000530,2023-11-09 19:51:03,all
U000001,U000633,2023-06-02 12:52:52,
U000001,U000827,2023-03-03 12:03:25,
U000136,U000472,2024-05-20 22:10:57,
U000003,U000883,2024-01-04 11:25:31,all
U000005,U000148,2023-12-09 04:28:55,none
U000001,U000661,2025-06-15 16:05:34,none
U000001,U000477,2023-03-21 03:26:09,mentions
U000003,U000662,2025-11-22 06:57:42,none
U000007,U000777,2024-09-22 00:51:53,none
U000002,U000576,2024-01-22 23:43:01,none
U000001,U000676,2025-04-26 03:16:48,all
U000001,U000374,2024-11-03 11:29:46,all
U000001,U000495,2023-06-07 16:19:04,
U000029,U000008,2021-12-28 03:18:49,mentions
U000002,U000897,2023-01-17 02:45:01,
U000001,U000219,2025-10-31 10:06:44,mentions
U000008,U000315,2022-03-02 17:22:54,
U000001,U000839,2024-06-15 14:59:14,all
U000012,U000346,2025-09-04 19:06:58,
U000003,U000312,2023-10-20 21:41:31,mentions
U000002,U000765,2023-06-15 02:24:56,all
U000002,U000238,2022-10-01 17:36:19,all
U000004,U000972,2024-04-22 02:19:58,mentions
U000001,U000950,2025-03-23 04:56:18,all
U000001,U000058,2023-03-24 22:03:03,mentions
U000012,U000921,2022-10-02 23:31:33,none
U000004,U000170,2024-07-19 01:21:06,
U000149,U000108,2025-01-14 11:44:04,all
U000002,U000021,2024-11-15 13:44:25,
U000009,U000224,2022-09-25 05:00:42,
U000002,U000598,2025-09-18 17:24:42,none
U000001,U000822,2022-12-25 02:11:18,
U000020,U000859,2025-04-10 07:49:34,
U000001,U000946,2025-03-29 03:03:43,mentions
U000024,U000683,2023-04-07 15:24:29,mentions
U000001,U000160,2024-02-10 10:09:48,
U000001,U000476,2022-11-22 12:44:02,none
U000001,U000344,2024-10-24 11:42:34,mentions
U000001,U000908,2023-06-04 14:49:08,
U000015,U000596,2023-11-01 20:10:55,
U000007,U000024,2022-08-31 11:36:17,
U000001,U000824,2023-09-07 19:23:41,none
U000001,U000452,2022-04-08 20:53:11,mentions
U000001,U000192,2025-07-07 23:42:29,
U000006,U000628,2025-06-06 16:30:47,mentions
U000002,U000522,2024-05-09 03:31:09,mentions
U000088,U000461,2023-05-29 12:36:18,
U000001,U000765,2025-11-09 04:49:56,
U000001,U000681,2023-10-23 01:20:32,mentions
U000099,U000124,2022-03-19 14:29:10,
U000001,U000604,2023-10-20 23:47:27,
U000001,U000989,2023-03-12 05:12:58,
U000041,U000070,2023-03-01 12:49:31,mentions
U000019,U000209,2024-10-26 21:34:26,
U000002,U000305,2023-10-08 23:19:11,mentions
U000004,U000223,2022-06-07 23:24:20,
U000001,U001000,2022-01-10 14:21:12,none
U000001,U000904,2024-03-27 19:11:40,mentions
U000001,U000831,2024-04-04 08:22:56,mentions
U000001,U000931,2025-09-06 02:59:43,all
U000001,U000653,2024-07-06 16:58:42,none
U000001,U000651,2025-10-06 05:10:04,
U000002,U000504,2025-08-13 09:51:46,mentions
U000001,U000954,2023-12-23 20:07:10,
U000002,U000793,2023-08-29 05:00:30,none
U000009,U000885,2024-01-15 19:49:04,
U000002,U000875,2024-05-29 14:41:29,mentions
U000795,U000118,2023-04-24 19:58:22,mentions
U000096,U000325,2024-03-30 03:15:37,all
U000003,U000356,2022-05-17 08:16:38,mentions
U000003,U000100,2022-05-03 20:29:54,
U000002,U000826,2025-01-10 20:20:54,none
U000001,U000534,2025-09-11 12:22:46,none
U000002,U000907,2024-11-18 08:51:00,
U000004,U000623,2023-04-10 09:22:13,
U000001,U000752,2024-05-04 04:41:10,all
U000001,U000926,2025-08-19 04:40:14,
U000003,U000904,2025-03-13 11:27:25,all
U000001,U000365,2024-12-30 07:03:48,all
U000019,U000268,2022-12-16 08:44:45,
U000001,U000384,2024-04-27 15:38:05,all
U000003,U000414,2023-03-21 06:07:13,mentions
U000001,U000011,2024-02-06 12:41:03,all
U000010,U000156,2024-10-24 15:37:44,none
U000002,U000961,2025-09-16 19:58:06,none
U000010,U000305,2021-12-07 13:35:00,all
U000003,U000002,2023-08-18 23:26:48,none
U000001,U000509,2022-03-03 00:45:16,all
U000001,U000486,2025-01-29 13:55:30,all
U000005,U000463,2022-05-21 10:32:02,all
U000019,U000186,2025-12-01 19:43:28,
U000027,U000208,2023-04-30 22:37:27,none
U000001,U000782,2022-05-22 15:55:20,all
U000003,U000730,2024-05-08 09:49:42,
U000003,U000994,2022-09-05 10:16:00,mentions
U000022,U000968,2025-04-16 12:57:18,
U000007,U000670,2021-12-13 05:55:29,
U000002,U000215,2023-09-12 20:10:14,all
U000001,U000709,2022-03-10 09:00:59,none
U000001,U000017,2024-03-07 00:47:49,none
U000001,U000548,2023-03-22 17:11:28,all
U000003,U000699,2023-01-09 06:28:32,mentions
U000001,U000195,2025-01-16 08:17:38,
U000002,U000996,2022-10-24 10:55:33,
U000003,U000924,2024-09-02 04:34:17,none
U000001,U000198,2023-06-26 10:41:57,
U000003,U000367,2024-04-02 01:20:05,all
U000021,U000285,2024-05-23 10:45:18,mentions
U000001,U000422,2022-04-06 20:00:46,
U000001,U000666,2024-12-07 10:36:53,none
U000002,U000134,2024-10-09 22:27:54,mentions
U000002,U000562,2023-07-04 14:35:49,
U000002,U000899,2022-09-21 11:06:44,all
U000970,U000289,2023-05-16 09:52:08,all
U000005,U000800,2022-05-07 23:49:20,
U000005,U000545,2024-01-25 06:15:20,none
U000001,U000284,2021-12-12 03:48:41,
U000003,U000136,2025-07-08 02:39:20,
U000002,U000388,2024-07-05 05:37:57,
U000001,U000056,2023-01-06 13:25:36,mentions
U000001,U000130,2024-12-01 04:20:53,mentions
U000001,U000770,2024-11-03 02:40:24,mentions
U000002,U000278,2022-08-16 16:08:20,all
U000010,U000603,2022-10-25 03:02:50,
U000001,U000305,2022-07-07 01:09:31,all
U000002,U000872,2023-01-25 01:06:27,none
U000003,U000426,2023-06-17 17:51:59,
U000001,U000855,2023-08-11 15:17:11,
U000001,U000532,2024-08-09 02:19:20,
U000022,U000897,2022-05-05 22:36:23,mentions
U000008,U000190,2023-07-29 22:36:30,mentions
U000003,U000346,2022-09-12 22:18:26,
U000031,U000874,2024-02-18 21:00:51,mentions
U000003,U000430,2023-06-12 14:05:47,none
U000008,U000667,2023-10-30 06:42:16,all
U000005,U000920,2022-12-31 15:06:50,all
U000001,U000189,2022-01-11 10:38:36,all
U000002,U000268,2025-04-06 21:42:01,none
U000003,U000236,2024-12-21 09:54:31,mentions
U000002,U000225,2025-09-25 09:35:34,all
U000001,U000903,2022-05-02 19:00:05,none
U000002,U000746,2023-03-07 00:36:28,all
U000001,U000085,2025-07-18 02:04:17,none
U000004,U000741,2025-03-08 15:38:32,all
U000064,U000013,2025-11-27 19:30:57,all
U000001,U000288,2024-09-14 21:34:06,
U000005,U000193,2024-02-01 20:45:54,
U000007,U000491,2024-10-13 08:40:40,none
U000006,U000787,2023-11-29 23:57:02,mentions
U000002,U000813,2025-04-10 03:18:37,
U000010,U000680,2023-06-10 10:35:24,all
U000002,U000413,2022-01-17 01:43:37,none
U000001,U000194,2025-10-23 11:24:33,mentions
U000005,U000749,2024-11-03 21:31:46,mentions
U000001,U000621,2025-02-14 19:28:34,none
U000001,U000329,2022-04-25 20:49:36,all
U000007,U000727,2022-08-25 06:47:33,mentions
U000065,U000323,2024-03-30 09:17:21,all
U000001,U000611,2025-08-31 01:51:28,mentions
U000026,U000323,2025-04-22 17:59:12,all
U000008,U000091,2024-06-15 02:46:20,none
U000001,U000404,2022-07-19 21:06:53,
U000002,U000410,2023-10-05 04:56:22,
U000042,U000190,2024-07-24 04:43:06,all
U000001,U000100,2024-04-27 06:41:07,none
U000004,U000523,2024-02-15 19:45:54,
U000004,U000476,2022-06-22 03:41:09,mentions
U000002,U000683,2022-07-25 11:14:51,all
U000003,U000692,2022-06-30 17:44:21,
U000001,U000893,2022-07-10 00:35:19,none
U000001,U000506,2022-11-11 20:47:51,all
U000003,U000951,2023-01-03 16:52:39,mentions
U000001,U000823,2025-01-05 15:57:34,mentions
U000002,U000913,2025-09-30 07:24:57,
U000001,U000232,2023-07-23 07:32:10,all
U000218,U000267,2025-02-10 14:41:12,mentions
U000001,U000579,2025-04-10 10:52:02,
U000002,U000616,2024-05-14 03:16:33,mentions
U000002,U000710,2023-06-15 17:10:07,all
U000001,U000907,2023-04-10 08:55:35,
U000047,U000843,2022-06-18 01:21:52,mentions
U000005,U000351,2023-07-06 22:41:05,mentions
U000001,U000758,2024-07-13 10:03:08,none
U000002,U000086,2023-06-17 00:12:35,
U000003,U000700,2022-10-04 22:10:44,
U000001,U000306,2022-02-18 13:21:37,
U000008,U000818,2023-11-06 07:50:49,mentions
U000003,U000795,2022-01-21 23:51:46,
U000003,U000381,2025-05-26 15:05:26,none
U000001,U000294,2023-03-25 05:13:03,all
U000007,U000979,2022-09-11 06:13:38,
U000001,U000674,2024-02-09 14:24:15,
U000010,U000957,2025-11-27 22:45:18,
U000001,U000719,2022-05-03 11:13:43,none
U000002,U000459,2023-08-30 04:01:19,mentions
U000001,U000537,2023-04-28 21:34:28,none
U000003,U000205,2024-03-17 04:16:50,
U000001,U000545,2024-09-15 06:36:26,
U000001,U000632,2022-02-02 20:47:12,
U000002,U000680,2024-02-25 00:04:06,all
U000002,U000618,2024-07-07 16:35:16,
U000002,U000733,2024-08-17 09:11:41,
U000001,U000117,2021-12-31 12:58:00,none
U000002,U000690,2022-08-22 17:05:45,all
U000001,U000279,2023-07-16 23:05:35,
U000001,U000826,2024-11-06 09:05:46,none
U000017,U000736,2025-02-23 13:29:42,none
U000001,U000673,2025-02-25 02:40:17,all
U000012,U000296,2023-06-17 17:43:03,
U000001,U000135,2022-09-09 16:26:27,
U000001,U000030,2024-05-16 22:29:25,
U000001,U000172,2024-11-08 04:12:22,none
U000002,U000873,2024-05-02 03:12:43,none
U000001,U000796,2022-03-01 11:17:37,none
U000082,U000119,2023-03-08 20:08:53,
U000002,U000464,2022-03-04 04:26:25,all
U000001,U000570,2023-05-03 18:41:25,
U000004,U000319,2024-10-26 03:42:22,none
U000003,U000262,2023-11-29 17:02:54,all
U000001,U000987,2023-01-28 21:31:23,
U000001,U000684,2024-12-19 08:08:48,none
U000003,U000979,2025-02-21 11:16:47,all
U000002,U000893,2023-07-14 10:47:57,
U001000,U000054,2024-05-27 19:18:06,all
U000001,U000448,2022-09-12 03:40:09,all
U000001,U000693,2021-12-18 12:09:29,none
U000001,U000846,2022-01-30 15:09:36,
U000024,U000048,2022-10-28 11:54:37,mentions
U000002,U000764,2023-07-31 23:58:11,all
U000001,U000583,2022-05-05 05:55:54,mentions
U000001,U000408,2025-06-04 01:56:13,
U000001,U000820,2025-04-18 20:57:19,none
U000009,U000290,2024-05-31 07:07:22,
U000189,U000153,2023-07-08 16:34:16,
U000011,U000036,2022-08-04 14:26:29,none
U000002,U000512,2023-03-18 16:55:37,
U000004,U000147,2025-02-05 08:04:01,
U000001,U000277,2023-08-03 18:54:22,all
U000001,U000114,2024-07-24 02:35:20,
U000001,U000906,2024-02-09 06:34:31,all
U000937,U000481,2022-01-25 12:15:01,
U000001,U000858,2022-09-25 20:46:35,mentions
U000002,U000383,2023-06-06 06:26:32,none
U000547,U000046,2025-02-17 02:39:34,all
U000022,U000262,2023-10-09 07:35:17,mentions
U000001,U000625,2025-03-30 01:47:16,
U000004,U000825,2023-07-17 21:04:21,none
U000002,U000740,2024-08-19 15:58:01,
U000039,U000433,2024-04-11 17:46:38,none
U000010,U000424,2022-12-02 22:31:36,mentions
U000002,U000341,2022-11-15 05:19:02,
U000003,U000462,2022-02-28 05:50:02,all
U000002,U000043,2023-07-08 05:00:51,
U000001,U000078,2022-11-19 10:50:04,none
U000003,U000129,2025-05-12 14:09:11,all
U000007,U000555,2023-03-19 11:26:15,none
U000037,U000115,2023-04-21 17:22:02,none
U000001,U000658,2024-03-03 08:59:11,mentions
U000003,U000889,2023-09-13 00:31:40,none
U000001,U000403,2023-12-10 01:12:06,mentions
U000001,U000009,2023-03-18 04:59:39,
U000009,U000075,2023-08-07 11:42:23,mentions
U000020,U000558,2023-07-29 20:01:09,
U000001,U000413,2023-08-14 22:42:24,none
U000001,U000424,2024-07-08 22:54:26,mentions
U000001,U000400,2023-06-13 02:04:57,
U000002,U000772,2023-01-30 18:32:31,
U000007,U000723,2022-09-29 22:06:52,all
U000001,U000634,2025-08-04 05:35:39,
U000002,U000144,2023-10-12 07:42:44,all
U000984,U000291,2023-09-23 06:04:21,
U000003,U000609,2024-12-02 09:05:55,none
U000003,U000191,2022-11-14 21:10:42,mentions
U000011,U000457,2025-08-28 13:43:18,none
U000008,U000741,2025-04-23 07:59:22,
U000001,U000179,2022-09-18 02:20:33,
U000001,U000854,2025-09-19 03:44:28,none
U000007,U000507,2025-09-28 13:06:53,none
U000001,U000612,2024-08-07 05:02:46,
U000001,U000133,2024-04-26 13:49:04,none
U000001,U000159,2024-08-30 05:52:25,all
U000023,U000455,2025-06-01 06:30:02,
U000025,U000905,2024-11-19 18:33:14,mentions
U000034,U000678,2024-03-18 16:38:44,
U000009,U000960,2025-10-10 03:35:45,mentions
U000002,U000948,2022-12-01 22:05:00,all
U000004,U000552,2025-09-19 10:36:17,
U000001,U000594,2024-10-15 22:36:12,mentions
U000033,U000560,2023-07-06 23:01:19,mentions
U000001,U000090,2025-02-16 14:46:22,
U000002,U000702,2022-06-25 01:16:40,
U000001,U000203,2024-04-07 23:25:19,mentions
U000002,U000766,2022-09-06 05:05:16,all
U000013,U000072,2023-12-07 17:50:54,
U000020,U000291,2022-09-18 09:48:35,
U000001,U000296,2024-10-12 02:49:03,
U000002,U000686,2021-12-22 16:23:43,none
U000003,U000114,2022-05-02 12:12:15,all
U000043,U000979,2023-05-03 23:30:29,mentions
U000001,U000155,2023-03-05 18:42:25,none
U000024,U000954,2023-09-07 07:44:35,
U000008,U000503,2024-06-25 04:32:12,none
U000001,U000892,2022-08-19 10:44:21,none
U000005,U000595,2023-01-22 23:58:34,
U000001,U000043,2022-01-20 04:25:11,
U000020,U000697,2023-01-22 20:29:07,none
U000002,U000941,2025-05-18 07:38:16,
U000005,U000152,2023-02-20 04:31:42,all
U000693,U000904,2023-07-23 18:59:39,mentions
U000001,U000759,2022-11-27 08:23:45,all
U000001,U000093,2024-09-15 18:14:31,mentions
U000020,U000522,2022-12-15 21:19:35,all
U000004,U000276,2023-06-11 03:58:07,
U000041,U000498,2024-07-02 06:37:22,
U000002,U000777,2023-07-28 06:11:13,mentions
U000031,U000563,2024-05-02 22:09:45,
U000010,U000045,2022-12-30 06:11:46,
U000001,U000520,2024-04-07 18:29:10,
U000001,U000618,2023-07-21 04:17:18,
U000002,U000887,2025-04-04 18:10:57,
U000001,U000246,2025-05-27 00:54:03,mentions
U000153,U000721,2023-02-16 22:14:25,all
U000723,U000922,2025-10-22 15:52:34,
U000001,U000157,2025-09-09 18:10:35,mentions
U000001,U000048,2024-10-26 06:21:32,none
U000004,U000109,2021-12-25 07:31:37,
U000001,U000162,2023-06-28 21:18:26,none
U000007,U000918,2022-01-10 11:29:16,
U000006,U000803,2022-10-07 11:33:22,mentions
U000158,U000944,2022-02-04 11:01:58,
U000002,U000481,2024-04-02 21:46:35,none
U000800,U000719,2023-04-06 02:53:08,
U000005,U000129,2023-09-28 20:22:07,all
U000001,U000787,2023-03-26 08:13:34,mentions
U000001,U000560,2023-09-25 07:59:40,all
U000012,U000706,2025-06-17 12:29:47,
U000014,U000740,2025-01-22 22:06:58,
U000001,U000154,2022-01-31 06:36:52,none
U000012,U000217,2024-08-29 06:33:39,
U000001,U000119,2023-01-06 09:46:48,none
U000016,U000860,2025-09-11 09:52:48,all
U000001,U000156,2023-05-05 01:18:30,none
U000066,U000044,2025-01-12 03:25:49,mentions
U001000,U000429,2025-05-21 16:11:55,mentions
U000004,U000759,2025-10-08 06:17:26,all
U000003,U000015,2025-07-15 02:33:34,all
U000002,U000778,2023-06-18 19:51:31,
U000001,U000023,2025-10-26 08:13:57,mentions
U000023,U000842,2022-01-08 01:31:06,all
