USER,TWEET,posted_at,device_type,location_coordinates
U000434,T0000431,2022-02-04 00:55:12,iPad,"40.5103765,-57.314972"
U000090,T0000432,2023-05-30 14:14:13,Android,
U000920,T0000433,2023-09-26 12:35:44,,"-39.989037,-87.602882"
U000998,T0000434,2025-02-05 07:19:07,iPad,"25.148758,160.995139"
U000995,T0000435,2021-12-03 21:47:55,,"80.909578,105.525394"
U000834,T0000436,2024-09-10 19:47:46,iPhone,
U000305,T0000437,2023-11-03 01:45:30,Web,"4.858437,-142.485894"
U000940,T0000438,2024-05-20 01:33:39,,
U000078,T0000439,2023-11-19 08:18:56,iPhone,"1.9944745,138.292721"
U000138,T0000440,2024-01-13 04:26:36,iPad,
U000482,T0000441,2023-01-22 13:15:23,Windows,"-77.097898,-109.836785"
U000778,T0000442,2024-08-08 21:08:38,,"-0.6944485,-104.219139"
U000883,T0000443,2024-03-10 22:45:49,iPhone,
U000022,T0000444,2023-12-06 01:49:53,Windows,
U000219,T0000445,2023-04-04 18:05:10,Web,
U000422,T0000446,2025-01-30 06:10:51,iPhone,"-19.155504,-86.140373"
U000405,T0000447,2025-03-17 01:20:31,,
U000205,T0000448,2025-03-13 20:11:29,,
U000764,T0000449,2022-06-04 02:29:19,Web,
U000779,T0000450,2024-06-28 02:08:18,Android,"-33.431123,-2.357582"
U000238,T0000451,2022-11-21 23:32:42,Web,
U000710,T0000452,2024-04-05 06:52:30,Windows,
U000800,T0000453,2025-07-05 10:52:29,,"47.673840,-4.666214"
U000913,T0000454,2022-06-01 00:32:23,Mac,"30.1822755,-158.129792"
U000928,T0000455,2023-10-06 18:15:44,iPad,
U000449,T0000456,2023-02-27 20:14:15,iPhone,
U000673,T0000457,2023-04-25 05:47:27,,"87.4454575,119.047560"
U000087,T0000458,2022-01-09 11:40:18,Mac,
U000652,T0000459,2022-08-31 01:42:19,iPhone,
U000040,T0000460,2024-09-29 01:00:27,iPhone,"45.709283,99.746877"
U000758,T0000461,2024-01-09 11:21:36,Mac,
U000849,T0000462,2025-03-09 11:46:59,Web,
U000703,T0000463,2022-09-21 19:16:32,,"6.7371575,98.859109"
U000413,T0000464,2024-04-07 00:04:17,Windows,"36.7436745,7.766452"
U000649,T0000465,2023-11-12 03:32:58,Web,"70.075193,-176.753157"
U000523,T0000466,2022-06-26 18:34:36,Android,"89.301822,-5.687268"
U000553,T0000467,2023-11-05 02:54:24,Android,"-84.7518585,-1.101266"
U000034,T0000468,2023-11-15 16:03:39,Web,"48.0757695,177.167229"
U000786,T0000469,2023-06-10 19:09:45,Android,
U000324,T0000470,2025-03-27 19:47:05,iPad,
U000431,T0000471,2023-08-25 02:00:37,iPhone,
U000987,T0000472,2022-02-26 00:26:34,Web,
U000286,T0000473,2022-09-17 08:39:00,,"62.3167405,5.670350"
U000699,T0000474,2025-07-11 06:34:13,Windows,
U000328,T0000475,2025-01-15 20:12:17,iPhone,
U000529,T0000476,2022-06-28 17:12:56,Windows,
U000991,T0000477,2022-12-04 02:53:18,Mac,"44.6302385,-80.343195"
U000950,T0000478,2022-04-17 05:02:09,Windows,"50.736344,174.621084"
U000999,T0000479,2025-09-30 01:47:45,,"-41.634320,-78.714490"
U000467,T0000480,2022-01-16 20:39:06,Windows,"57.2837835,80.863698"
U000023,T0000481,2023-12-27 11:11:46,Mac,
U000070,T0000482,2025-06-15 02:19:16,Android,
U000455,T0000483,2024-06-21 18:35:05,iPad,
U000098,T0000484,2025-01-09 06:38:24,iPhone,"-16.466284,-160.686262"
U000566,T0000485,2023-06-09 14:16:47,iPad,
U000974,T0000486,2022-04-05 04:45:04,iPad,
U000844,T0000487,2024-10-05 20:08:55,iPad,
U000562,T0000488,2025-10-29 00:11:50,,
U000515,T0000489,2025-01-28 00:43:51,iPhone,
U000475,T0000490,2022-07-06 22:55:12,Windows,
U000805,T0000491,2022-08-27 17:45:58,iPad,
U000386,T0000492,2025-07-11 07:55:08,Mac,"-26.6069415,-116.704131"
U000495,T0000493,2023-10-06 02:18:53,Web,"21.940388,148.749564"
U000062,T0000494,2023-11-20 13:34:35,Windows,"-21.774634,-93.627929"
U000984,T0000495,2023-05-01 16:24:24,iPhone,"87.302522,21.860650"
U000610,T0000496,2025-10-30 03:20:11,Mac,"8.656557,-167.929729"
U000268,T0000497,2023-11-29 05:12:38,Mac,
U000290,T0000498,2023-07-28 14:24:06,iPhone,
U000197,T0000499,2023-06-23 00:12:08,,"-54.3078805,81.796432"
U000296,T0000500,2022-04-17 03:01:25,Android,
U000366,T0000501,2023-11-30 10:01:43,Web,
U000171,T0000502,2025-10-21 11:52:29,Mac,
U000059,T0000503,2024-12-05 17:32:13,,
U000472,T0000504,2023-05-21 05:23:41,Windows,"-63.532431,154.191510"
U000391,T0000505,2025-04-02 12:21:02,iPad,
U000814,T0000506,2025-06-29 08:18:41,Windows,
U000323,T0000507,2021-12-29 17:14:09,,"-25.7499495,-3.992074"
U000127,T0000508,2024-10-31 20:20:17,,
U000069,T0000509,2025-09-24 00:32:20,,"-70.856697,-60.737557"
U000656,T0000510,2024-07-22 04:44:35,,
U000254,T0000511,2022-12-31 02:45:39,,"22.0275335,9.704429"
U000370,T0000512,2023-10-15 05:30:05,Android,
U000272,T0000513,2024-05-27 10:22:04,,"19.3354045,87.441950"
U000449,T0000514,2025-01-16 14:31:02,Android,"-1.0461795,63.768004"
U000205,T0000515,2024-10-12 16:26:11,Windows,
U000123,T0000516,2024-09-05 04:11:51,,
U000321,T0000517,2022-05-14 19:01:26,Mac,"56.140279,101.402274"
U000277,T0000518,2024-06-12 18:02:22,iPad,
U000872,T0000519,2025-03-06 01:46:04,Web,
U000899,T0000520,2023-08-18 03:35:15,Android,
U000657,T0000521,2025-01-29 02:43:36,iPhone,"-68.755821,101.340875"
U000627,T0000522,2022-06-19 14:06:02,,
U000137,T0000523,2022-08-02 08:14:11,,"-70.597547,-44.351699"
U000846,T0000524,2025-07-16 06:55:54,iPhone,"-38.8786485,86.057550"
U000755,T0000525,2024-05-26 15:54:31,Web,"-74.0313115,-174.435135"
U000531,T0000526,2023-03-30 08:56:34,,
U000324,T0000527,2023-11-09 20:11:00,,
U000091,T0000528,2023-10-09 21:36:27,Windows,"61.531909,-23.896083"
U000370,T0000529,2025-01-21 15:23:38,Web,"-14.2938925,-37.376398"
U000288,T0000530,2025-07-16 12:50:31,iPad,
U000293,T0000531,2025-04-11 20:11:56,Web,"-42.7571045,20.372851"
U000602,T0000532,2022-11-19 21:20:51,Web,
U000050,T0000533,2025-01-03 06:58:14,iPad,"25.1350785,87.975378"
U000947,T0000534,2022-03-14 12:17:59,,
U000984,T0000535,2023-10-31 04:12:54,iPad,
U000213,T0000536,2025-07-08 07:57:11,Mac,
U000576,T0000537,2024-11-25 18:18:27,Windows,"32.624816,10.282058"
U000389,T0000538,2023-03-12 14:11:43,,
U000908,T0000539,2024-11-06 07:50:31,iPhone,
U000260,T0000540,2023-03-25 03:53:08,Web,"3.7771565,-87.411607"
U000045,T0000541,2024-04-01 05:43:00,,
U000630,T0000542,2023-08-16 19:19:08,Android,
U000259,T0000543,2022-06-30 18:22:29,iPad,"-3.9708555,-27.353837"
U000140,T0000544,2022-06-07 03:05:54,iPhone,"88.8731355,-170.417559"
U000128,T0000545,2023-04-02 01:22:38,iPhone,
U000665,T0000546,2024-12-31 13:15:01,Windows,"-9.403466,-153.842511"
U000599,T0000547,2025-03-20 13:15:13,Windows,"78.5173055,131.734962"
U000544,T0000548,2022-09-21 18:04:38,Web,"-86.834439,-47.596977"
U000587,T0000549,2024-01-14 11:53:50,Windows,"88.9380935,46.872179"
U000806,T0000550,2022-02-14 17:39:09,Mac,"-59.8709585,130.529621"
U000744,T0000551,2025-01-08 03:06:23,Web,"88.1185035,14.060895"
U000363,T0000552,2022-10-06 16:06:33,Web,"52.3977465,15.570759"
U000897,T0000553,2025-06-25 09:33:29,,
U000112,T0000554,2023-03-13 16:50:24,Web,"9.2006555,-152.683641"
U000821,T0000555,2025-05-26 15:16:49,,"-81.0065985,169.685175"
U000136,T0000556,2024-05-24 00:46:32,,
U000615,T0000557,2022-04-17 05:33:29,iPad,"4.945528,-133.390721"
U000488,T0000558,2023-07-31 03:35:10,iPad,
U000728,T0000559,2022-07-01 16:24:18,,"-54.798194,92.993824"
U000285,T0000560,2022-03-05 17:14:05,iPad,
U000083,T0000561,2024-08-05 15:09:04,,
U000980,T0000562,2022-05-19 10:31:07,,
U000725,T0000563,2023-06-09 01:41:32,Android,"-47.8206455,72.521595"
U000039,T0000564,2022-02-04 13:34:34,Windows,
U000602,T0000565,2023-04-01 10:58:30,Mac,"-1.843417,58.244261"
U000453,T0000566,2022-09-19 17:57:44,iPad,
U000187,T0000567,2025-10-31 05:30:25,Android,
U000933,T0000568,2024-04-09 00:00:58,Windows,"-40.0061855,7.113017"
U000749,T0000569,2024-02-27 16:00:55,Windows,
U000623,T0000570,2022-05-07 00:13:29,Windows,
U000123,T0000571,2025-08-31 15:20:37,,
U000775,T0000572,2023-05-12 15:42:10,,
U000642,T0000573,2022-12-09 06:45:54,Windows,"84.7157495,33.273030"
U000583,T0000574,2022-10-08 10:40:53,iPad,"81.717035,90.254651"
U000352,T0000575,2025-05-11 09:40:37,iPad,
U000488,T0000576,2025-11-29 22:22:22,,
U000068,T0000577,2023-08-18 21:39:48,Android,
U000371,T0000578,2023-09-22 11:26:36,,"-24.9417925,-124.632656"
U000479,T0000579,2023-08-13 14:36:03,Android,
U000488,T0000580,2022-06-06 11:44:30,Web,"-81.489044,-5.644756"
U000530,T0000581,2025-11-15 03:22:04,Android,"3.217566,-13.129809"
U000935,T0000582,2024-08-04 23:13:54,Mac,"37.5810815,77.583534"
U000028,T0000583,2024-10-08 16:06:48,,"47.469150,174.429226"
U000484,T0000584,2022-10-03 13:46:00,,
U000490,T0000585,2022-01-01 12:35:38,,
U000535,T0000586,2023-12-07 14:42:31,Web,
U000659,T0000587,2023-02-09 15:38:41,,
U000215,T0000588,2022-07-27 09:46:58,,
U000799,T0000589,2023-03-23 17:15:59,Mac,"-56.890768,-138.332071"
U000118,T0000590,2025-10-02 04:56:57,,"-65.5405885,-97.029357"
U000202,T0000591,2024-12-20 07:22:53,,"-88.862906,25.567410"
U000059,T0000592,2022-03-13 21:44:31,iPhone,"-3.064109,104.495350"
U000069,T0000593,2024-11-06 20:13:33,iPhone,
U000287,T0000594,2023-01-19 14:28:44,,
U000526,T0000595,2023-10-15 17:09:23,iPad,
U000718,T0000596,2023-11-23 17:14:46,Web,
U000973,T0000597,2024-04-29 12:12:59,Mac,
U000311,T0000598,2024-11-10 06:15:35,Web,"26.089909,121.399137"
U000181,T0000599,2022-11-29 22:47:07,iPad,
U000403,T0000600,2023-05-26 18:43:37,,
U000348,T0000601,2025-10-14 11:52:39,,"-2.2506215,-3.242780"
U000707,T0000602,2025-03-23 18:28:57,,
U000232,T0000603,2023-02-25 22:02:15,Web,"26.8418675,-36.353690"
U000048,T0000604,2022-12-27 15:58:23,Windows,
U000109,T0000605,2022-11-20 20:51:08,iPad,
U000303,T0000606,2022-08-02 07:38:40,Android,"45.584035,3.930791"
U000110,T0000607,2022-01-21 03:00:47,Windows,"-1.1359725,151.343766"
U000263,T0000608,2024-09-20 22:39:36,iPad,"-76.2414985,17.076641"
U000689,T0000609,2024-04-19 02:58:51,iPad,"-24.029701,77.411360"
U000886,T0000610,2023-03-06 23:17:40,Web,"83.0507085,164.030916"
U000636,T0000611,2024-02-29 23:15:25,,
U000469,T0000612,2021-12-30 09:24:58,iPad,
U000640,T0000613,2024-07-30 03:17:27,Mac,
U000325,T0000614,2022-05-10 16:17:35,iPad,
U000286,T0000615,2024-07-17 10:39:31,iPhone,
U000693,T0000616,2025-01-23 10:59:07,Mac,"11.5617905,101.010912"
U000265,T0000617,2022-10-17 02:22:22,iPad,"39.575485,35.965656"
U000003,T0000618,2024-11-02 21:31:39,iPad,"-84.812764,47.252403"
U000353,T0000619,2025-10-09 10:39:58,,"83.788536,-44.074408"
U000404,T0000620,2024-01-04 15:10:08,Android,"11.9903375,-22.219811"
U000925,T0000621,2022-05-31 04:31:00,iPhone,"-82.9019125,104.491342"
U000964,T0000622,2022-03-10 04:19:04,Windows,"-9.673291,67.725414"
U000481,T0000623,2025-09-09 00:17:41,Web,"27.9732495,-107.254719"
U000373,T0000624,2024-12-28 04:37:14,iPad,"-70.989865,154.440012"
U000159,T0000625,2025-10-15 15:44:11,iPhone,
U000469,T0000626,2023-11-23 14:50:57,Mac,
U000377,T0000627,2023-07-17 11:21:10,Windows,
U000398,T0000628,2023-09-19 15:26:26,iPhone,"-34.2973205,92.648232"
U000875,T0000629,2025-10-05 01:03:25,,"-79.8402375,112.965417"
U000831,T0000630,2024-01-04 05:04:28,,"-59.9789325,-156.806363"
U000032,T0000631,2025-10-04 05:39:45,Web,
U000252,T0000632,2025-10-22 02:52:24,iPad,
U000603,T0000633,2023-12-20 09:37:37,iPad,"-16.4544405,48.302574"
U000632,T0000634,2024-02-19 19:35:12,Mac,"42.4836845,-113.158455"
U000738,T0000635,2023-08-07 22:34:03,iPhone,"-18.8733995,107.023975"
U000437,T0000636,2023-03-15 05:13:21,,
U000102,T0000637,2022-02-27 14:26:24,Android,
U000053,T0000638,2023-12-10 07:30:57,Windows,"26.2868255,-84.360988"
U000677,T0000639,2022-04-25 11:48:20,Web,"-20.429499,20.171531"
U000397,T0000640,2025-02-20 02:19:05,iPhone,"-17.385214,-78.413176"
U000868,T0000641,2022-08-29 03:47:48,Android,"0.562271,14.997859"
U000448,T0000642,2023-04-24 04:08:53,,
U000490,T0000643,2021-12-15 09:48:07,Web,"-12.0606375,-165.158533"
U000262,T0000644,2025-11-12 12:45:01,Mac,
U000153,T0000645,2022-09-04 08:00:36,Mac,"56.859272,107.980048"
U000281,T0000646,2023-09-05 04:22:42,,"-72.2603005,78.621962"
U000643,T0000647,2025-09-10 00:19:42,,
U000516,T0000648,2023-09-11 16:10:50,Android,
U000703,T0000649,2022-04-02 03:51:05,iPhone,"77.791973,-23.450592"
U000731,T0000650,2024-01-18 19:00:07,Mac,"26.4222735,-110.360811"
U000861,T0000651,2024-07-19 08:03:24,Android,
U000025,T0000652,2023-11-22 22:46:26,,"2.798230,-56.920130"
U000882,T0000653,2021-12-19 09:07:30,Windows,"-32.471866,-74.162044"
U000280,T0000654,2023-11-03 19:43:46,Web,"-8.2192215,48.434301"
U000465,T0000655,2024-09-16 17:34:38,iPad,
U000683,T0000656,2025-01-18 17:21:55,Windows,"34.283954,-179.519404"
U000389,T0000657,2024-12-02 15:51:39,Web,
U000858,T0000658,2024-09-11 07:02:03,iPhone,"21.1627895,112.552244"
U000839,T0000659,2025-07-18 03:03:26,Web,
U000943,T0000660,2025-02-16 21:32:09,Windows,"78.2383865,25.607433"
U000410,T0000661,2024-02-29 02:26:18,iPad,"86.869714,-125.425653"
U000882,T0000662,2025-10-25 02:25:16,iPad,
U000009,T0000663,2022-09-01 07:02:56,Windows,"64.3519745,-118.018159"
U000144,T0000664,2022-11-09 07:47:13,Web,
U000190,T0000665,2025-04-04 18:24:02,,
U000639,T0000666,2025-07-11 04:24:03,iPad,"-68.8176135,-50.223150"
U000514,T0000667,2025-08-23 21:56:49,Android,
U000283,T0000668,2024-12-18 20:26:58,,
U000709,T0000669,2022-04-29 07:02:48,,"-57.5441075,37.986300"
U000847,T0000670,2022-04-09 17:48:40,Windows,
U000804,T0000671,2025-06-17 04:50:18,iPhone,
U000144,T0000672,2023-03-17 15:38:00,,
U000820,T0000673,2022-05-06 10:39:05,Web,
U000558,T0000674,2023-09-28 13:37:04,Mac,"58.2633515,57.256212"
U000841,T0000675,2022-07-26 16:55:39,,
U000821,T0000676,2022-04-10 23:45:05,Web,"-23.015301,-3.989602"
U000258,T0000677,2025-10-06 16:58:10,Web,
U000381,T0000678,2022-04-24 08:29:58,,
U000403,T0000679,2022-12-31 05:13:35,,
U000624,T0000680,2022-11-07 06:01:50,Web,
U000536,T0000681,2022-08-30 20:11:08,iPhone,"64.464637,68.205067"
U000901,T0000682,2023-01-29 04:15:00,Windows,"-67.4736075,-73.489231"
U000092,T0000683,2024-05-01 16:47:21,Web,
U000435,T0000684,2025-10-08 18:27:23,iPad,"44.495896,-71.268423"
U000209,T0000685,2022-04-16 02:20:27,Mac,"-10.662086,5.720566"
U000728,T0000686,2023-01-20 01:19:20,Mac,
U000476,T0000687,2022-10-16 06:38:19,Android,
U000926,T0000688,2024-09-15 06:31:53,,
U000598,T0000689,2025-02-16 13:22:00,Windows,
U000435,T0000690,2022-03-25 13:31:39,Web,"-86.0360155,26.825241"
U000972,T0000691,2025-04-14 06:32:23,,
U000701,T0000692,2024-07-21 13:49:02,Web,
U000371,T0000693,2022-01-23 22:48:30,iPad,"-55.6300655,7.908036"
U000445,T0000694,2023-02-25 18:53:08,Windows,"-17.229378,-32.849891"
U000050,T0000695,2024-03-18 19:28:42,,"18.912723,97.514889"
U000953,T0000696,2022-03-19 16:52:31,iPad,"34.016952,-85.530686"
U000060,T0000697,2022-01-01 05:29:29,Mac,
U000693,T0000698,2023-08-17 11:02:56,iPhone,
U000466,T0000699,2023-02-23 13:03:02,,"44.229547,-40.712008"
U000882,T0000700,2024-02-08 09:38:30,Windows,
U000921,T0000701,2024-07-09 08:34:10,iPad,
U000741,T0000702,2023-08-02 19:55:08,Windows,
U000345,T0000703,2023-02-13 23:26:30,Android,"63.045057,-40.232916"
U000218,T0000704,2022-11-21 12:59:16,Web,
U000194,T0000705,2022-05-02 09:29:59,iPad,
U000552,T0000706,2022-07-03 06:49:11,,
U000659,T0000707,2025-07-05 13:28:57,Web,"-75.8745905,14.337630"
U000540,T0000708,2022-09-19 14:59:49,iPhone,"4.9147925,-115.873764"
U000063,T0000709,2025-09-22 21:19:45,,
U000772,T0000710,2022-08-21 20:21:40,iPhone,
U000779,T0000711,2022-02-24 18:00:29,Mac,
U000965,T0000712,2023-09-10 03:55:44,,
U000963,T0000713,2022-01-22 12:44:02,Mac,
U000277,T0000714,2024-05-15 14:49:21,,"36.9280325,-130.928063"
U000025,T0000715,2021-12-15 01:33:03,,
U000242,T0000716,2023-03-30 07:33:48,Windows,"-63.6378035,-37.509410"
U000133,T0000717,2021-12-26 14:01:07,iPad,
U000502,T0000718,2025-08-08 05:50:52,Web,
U000449,T0000719,2023-03-26 15:49:42,,
U000346,T0000720,2022-05-11 06:42:53,Mac,"76.301728,-46.155417"
U000961,T0000721,2025-07-29 14:32:09,,"-45.382295,62.856270"
U000109,T0000722,2025-05-29 13:08:07,Windows,
U000791,T0000723,2025-06-16 00:55:56,Android,"82.9819465,78.683545"
U000725,T0000724,2025-07-29 07:59:07,,
U000957,T0000725,2023-02-23 10:40:58,Android,"73.172752,-136.574408"
U000228,T0000726,2024-09-30 02:51:27,Mac,
U000634,T0000727,2023-07-04 08:01:37,Mac,"62.9907055,4.283958"
U000339,T0000728,2025-12-02 20:15:19,Web,"-3.9223955,-149.314822"
U000221,T0000729,2025-01-03 14:49:38,Mac,
U000886,T0000730,2025-09-16 07:17:47,iPhone,
U000706,T0000731,2025-06-28 18:54:22,Android,"39.523580,157.832983"
U000249,T0000732,2025-04-07 11:27:58,Web,
U000090,T0000733,2024-02-18 14:42:34,Android,
U000432,T0000734,2025-07-20 08:14:54,Android,
U000877,T0000735,2021-12-23 08:51:43,,
U000735,T0000736,2024-07-27 16:32:21,Web,
U000221,T0000737,2025-10-27 07:18:58,Web,
U000767,T0000738,2024-05-30 13:23:32,iPad,"40.311375,-49.612947"
U000161,T0000739,2025-02-19 16:21:00,,
U000170,T0000740,2024-06-09 17:57:32,iPad,
U000327,T0000741,2025-04-24 11:20:19,,"72.856372,-172.673842"
U000520,T0000742,2023-10-29 03:49:00,iPad,"-74.549659,-105.246785"
U000494,T0000743,2025-07-14 16:10:57,,"-50.0127045,99.761844"
U000554,T0000744,2023-01-14 18:12:21,,
U000922,T0000745,2025-10-17 13:12:56,,
U000144,T0000746,2022-04-01 10:57:30,Windows,"-76.918748,46.316588"
U000488,T0000747,2024-05-25 04:38:26,Web,
U000424,T0000748,2024-04-30 13:01:05,,
U000988,T0000749,2024-01-02 15:21:46,iPhone,
U000432,T0000750,2022-04-26 02:24:12,Android,
U000388,T0000751,2023-04-29 17:00:22,Windows,
U000292,T0000752,2023-04-03 07:52:18,iPhone,
U000753,T0000753,2022-09-25 17:23:21,iPhone,
U000322,T0000754,2025-01-03 19:10:14,iPhone,"-64.561421,95.560185"
U000111,T0000755,2025-01-19 21:16:29,iPad,
U000368,T0000756,2022-06-24 22:40:25,Mac,
U000336,T0000757,2022-11-07 13:40:47,iPhone,
U000944,T0000758,2021-12-15 12:11:39,Android,"74.605821,-9.436549"
U000323,T0000759,2022-11-06 22:14:45,,"-68.001628,21.074842"
U000279,T0000760,2022-12-05 10:41:35,,
U000189,T0000761,2022-01-22 17:33:56,Android,
U000347,T0000762,2023-03-03 08:21:37,Mac,"-49.0563905,64.156847"
U000203,T0000763,2022-05-12 13:49:44,Android,
U000047,T0000764,2023-10-15 07:39:21,Web,
U000220,T0000765,2023-01-21 10:54:51,,"71.282540,132.409388"
U000559,T0000766,2023-12-18 01:51:59,,"-63.9659675,-107.281586"
U000605,T0000767,2023-06-03 06:33:14,iPhone,
U000371,T0000768,2023-05-04 11:21:32,Android,
U000195,T0000769,2022-12-01 08:23:16,Android,"-70.8610525,-71.074077"
U000090,T0000770,2025-05-22 21:16:38,Windows,"-20.974468,-110.861389"
U000582,T0000771,2022-10-08 06:04:12,Android,
U000694,T0000772,2023-06-17 10:34:05,Mac,"74.0310135,29.024841"
U000056,T0000773,2023-01-02 18:59:00,iPad,"-43.704877,-29.458999"
U000673,T0000774,2023-03-17 13:58:37,iPad,
U000025,T0000775,2022-03-08 07:07:30,,"71.3617005,-51.332689"
U000319,T0000776,2024-08-15 14:16:25,iPad,"-30.0350195,-78.490403"
U000317,T0000777,2024-11-14 07:31:34,Android,
U000005,T0000778,2023-07-10 17:33:45,Mac,"-89.9834735,13.303796"
U000419,T0000779,2022-03-18 01:36:11,Windows,"-34.216197,-28.703990"
U000017,T0000780,2024-04-15 19:34:39,Web,"-74.4256745,60.348142"
U000649,T0000781,2024-01-23 19:46:12,Mac,
U000390,T0000782,2025-09-19 23:58:01,Android,
U000147,T0000783,2022-06-27 19:54:42,Windows,"-52.4965345,152.986101"
U000648,T0000784,2023-12-16 18:46:27,Windows,"-58.452853,45.477902"
U000554,T0000785,2025-06-14 15:50:05,Mac,"30.3375245,-92.088914"
U000057,T0000786,2023-03-22 20:49:43,Web,
U000689,T0000787,2024-11-20 05:15:15,Web,"-29.647622,-126.334536"
U000441,T0000788,2025-07-26 09:44:36,iPhone,
U000980,T0000789,2023-11-02 18:57:28,,"-20.5150885,15.038738"
U000388,T0000790,2022-04-22 03:24:52,iPad,
U000396,T0000791,2022-10-03 18:00:05,Windows,"-20.4194425,138.037156"
U000483,T0000792,2023-04-18 01:00:39,Mac,"-64.6888345,66.936295"
U000257,T0000793,2024-04-23 02:23:06,Web,"-10.789713,37.148500"
U000697,T0000794,2025-08-31 10:35:20,Windows,"-14.4517745,23.345721"
U000086,T0000795,2021-12-15 02:53:29,iPad,"21.789401,-111.936316"
U000820,T0000796,2023-03-02 13:13:00,,"5.5518605,-24.272989"
U000871,T0000797,2024-04-26 05:42:04,Mac,
U000890,T0000798,2022-07-26 06:53:05,,
U000594,T0000799,2024-06-25 11:01:16,Web,
U000824,T0000800,2024-12-06 19:31:43,,"-84.7803945,101.836659"
U000506,T0000801,2025-11-13 00:37:13,Mac,"78.011221,-128.720539"
U000994,T0000802,2023-02-06 01:32:12,iPhone,
U000162,T0000803,2023-10-21 18:21:23,,"73.075975,-27.586225"
U000099,T0000804,2024-11-08 06:44:47,,
U000247,T0000805,2025-06-19 16:44:07,,
U000249,T0000806,2025-02-09 12:37:22,iPad,"57.498251,22.821130"
U000696,T0000807,2024-08-13 16:13:58,,"-58.378079,-163.220035"
U000182,T0000808,2022-08-07 00:57:15,,
U000126,T0000809,2025-02-26 16:26:27,,
U000188,T0000810,2023-12-14 05:48:07,Mac,
U000251,T0000811,2023-12-29 09:48:47,,"-84.453464,-74.144654"
U000328,T0000812,2025-06-08 05:29:45,,"-40.6820795,-173.274073"
U000707,T0000813,2025-07-28 20:44:09,,"-26.2730745,167.050957"
U000767,T0000814,2022-07-25 10:34:18,,
U000864,T0000815,2023-04-06 06:37:33,Android,"-2.1881405,147.180410"
U000302,T0000816,2022-11-29 04:25:56,Mac,
U000803,T0000817,2021-12-16 12:18:32,iPad,
U000321,T0000818,2025-10-22 13:19:31,iPad,
U000117,T0000819,2023-04-23 07:24:38,Windows,
U000566,T0000820,2025-06-18 08:24:14,Android,
U000191,T0000821,2024-11-18 04:00:54,Web,
U000673,T0000822,2024-02-04 00:47:46,Windows,"-48.692922,96.614594"
U000559,T0000823,2023-11-22 07:30:31,Android,
U000657,T0000824,2021-12-25 09:49:28,,"-47.4485725,-3.966662"
U000390,T0000825,2024-05-30 03:11:23,iPhone,
U000892,T0000826,2024-12-13 07:00:59,,
U000143,T0000827,2025-11-19 18:02:42,Web,
U000165,T0000828,2023-04-17 00:50:58,Windows,"-4.698083,86.061899"
U000091,T0000829,2022-09-12 19:59:34,iPhone,
U000743,T0000830,2025-04-30 03:03:57,Mac,"-70.383314,128.531941"
U000172,T0000831,2025-08-13 00:41:04,iPad,"-49.8102255,118.907332"
U000776,T0000832,2022-10-27 18:37:24,,
U000823,T0000833,2025-11-27 12:47:08,iPad,"33.6129745,-175.529366"
U000422,T0000834,2024-07-31 02:44:47,Mac,
U000342,T0000835,2023-04-05 00:26:19,,
U000174,T0000836,2022-08-16 12:47:30,Android,"34.517481,-169.952472"
U000042,T0000837,2023-01-14 10:32:53,Web,
U000954,T0000838,2025-03-04 16:16:00,,"-42.4642295,-21.629165"
